chanel,link,date,text,predicted_class,summary,bert_score_precision,bert_score_recall,bert_score_f1

@rusbrief,https://t.me/rusbrief/193996,2024-01-24 21:25:21,Кадры пожара на нефтебазе в Туапсе.,0,
@rusbrief,https://t.me/rusbrief/193994,2024-01-24 21:24:17,"Жители Туапсе сообщают о крупном пожаре в районе нефтебазы. По словам очевидцев, возгорание произошло вблизи нефтеперерабатывающего завода «Роснефть». Предварительно, причина возгорания — удар беспилотника. Официальной информации от властей нет. Осторожно, новости.",0,
@rusbrief,https://t.me/rusbrief/193993,2024-01-24 21:21:36,"В Крыму крутят слоган к десятилетию присоединения «Крымская весна — все началось с нас». Севастополь не спорит и публично кампанией не конкурирует. Ее нет и наверно не будет, так как в городе все забыто и все забыты: потому что те, с кого все началось, не считают себя властью. @fcpeshka",0,
@rusbrief,https://t.me/rusbrief/193992,2024-01-24 21:15:29,"⚡️Украинский президент Зеленский — о крушении Ил-76 в Белгородской области: необходимо установить все четкие факты. Настолько, насколько это возможно, учитывая, что падение самолета произошло на российской территории – вне нашего контроля. «Факты» – это главное слово сейчас. Заслушал Главкома ВСУ и Генштаб по применению Воздушных сил. ГУР занимается выяснением судьбы всех пленных. Служба безопасности расследует все обстоятельства. И я дал поручение министру иностранных дел Украины проинформировать партнеров о имеющихся данных в Украине. Наше государство будет настаивать на международном расследовании.",0,
@rusbrief,https://t.me/rusbrief/193991,2024-01-24 21:14:01,Глава Бурятии Алексей Цыденов предложил отказаться от прямых выборов мэра Улан-Удэ и внес соответствующий законопроект на рассмотрение Народного Хурала Бурятии.,0,
@rusbrief,https://t.me/rusbrief/193990,2024-01-24 21:08:02,"Канцлер Германии Олаф Шольц связал экономическую и политическую нестабильность в ФРГ с нынешним конфликтом на Украине. В интервью газете Die Zeit он указал, что в Германии ""ощущаются экономические и политические потрясения"", вызванные украинским конфликтом. При этом он возложил ответственность за то, что многие проблемы остались в стороне, на предыдущие правительства.",0,
@rusbrief,https://t.me/rusbrief/193989,2024-01-24 21:02:15,"Человечность должна проявляться не только в отношении животных, но и в отношении людей. Демонизация этой проводницы, против которой уже и уголовку возбудили, начинает вызывать другой эффект. Но у нас даже благие намерения и добрые чувства в итоге обязательно должны закончиться расправой над кем-нибудь. Не получается у нас по-другому. Антон Орех",2,
@rusbrief,https://t.me/rusbrief/193988,2024-01-24 20:54:01,"В Кремле призывают ""не слушать"" громкие и эмоциональные заявления депутатов ГД о необходимости признания Украины ""государством-террористом"": на повестке дня у руководства страны таких решений и планов точно нет. Инсайдеры отмечают, что заявления депутатов Картаполова и Белика, которые потребовали ""начать процесс признания Украины террористическим государством"", не были согласованы ""ни на каком уровне"". ""Относитесь к этому как к обычному ""белому шуму"". Это обычные дежурные громкие заявления — не более того! Никаких реальных решений по этой теме никто принимать пока точно не собирается. Ведь это полностью оборвет все возможности для потенциального переговорного процесса. Так что, нет, эта тема на уровне Кремля и высшего руководства страны не поднималась и вряд ли будет подниматься в принципе"", — рассказывают информированные источники. @sekret_msk",2,
@rusbrief,https://t.me/rusbrief/193987,2024-01-24 20:50:30,Йеменские мятежники-хуситы объявили о проведении военной операции против кораблей ВМС США в Аденском заливе и Баб-эль-Мандебском проливе.,0,
@rusbrief,https://t.me/rusbrief/193985,2024-01-24 20:42:01,"Кандидат в президенты РФ Борис Надеждин после президентских выборов (или после того, как ему откажут в регистрации на них) намерен отправиться в «турне» за границу. Как рассказывают источники в предвыборном штабе Надеждина, политик не ожидал того, что он получит «такую небывалую популярность». «И теперь он намерен ее капитализировать и монетизировать. Прежде всего, проехаться по зарубежью, пообщаться с эмигрантами. Потом он может попытаться «перехватить» у экс-министра экономики РФ Андрея Нечаева его партию «Гражданская инициатива». Если эта попытка окажется удачной, то Надеждин попытается повести эту политическую силу на парламентские выборы 2026 года», — рассказывают осведомленные инсайдеры. @kremlin_sekret",0,
@rusbrief,https://t.me/rusbrief/193984,2024-01-24 20:37:00,"Власти РФ ожидают масштабных атак беспилотников по стратегическим объектам в регионах страны в преддверии президентских выборах. С помощью подобных атак украинская сторона может попытаться «дестабилизировать и раскачать обстановку в России». «Понятно, что никаких реальных военных последствий у подобных ударов быть не может — на фронте ситуация стабильная, ничего экстраординарного из-за каких-то атак в глубоком тылу там точно не произойдет. Но вот медийно на раскачку ситуации Киев может неплохо поработать. Поэтому до середины марта силы ПВО и экстренные службы будут работать в усиленном режиме», — подчеркивают информированные источники. @Taynaya_kantselyariya",2,
